Name,URL,catalogID
East Canyon Reservoir and Dam Water Operations Monitoring Data from Upper Colorado Hydrologic Database (9),https://data.usbr.gov/catalog/2289,2289
Echo Reservoir and Dam Water Operations Monitoring Data from Upper Colorado Hydrologic Database (9),https://data.usbr.gov/catalog/2290,2290
Eden Reservoir and Dam Water Operations Monitoring Data from Upper Colorado Hydrologic Database (8),https://data.usbr.gov/catalog/2291,2291
El Vado Lake and Dam Water Operations Monitoring Data from Upper Colorado Hydrologic Database (3),https://data.usbr.gov/catalog/2294,2294
Elephant Butte Reservoir Dam and Powerplant Water Operations Monitoring Data from Upper Colorado Hydrologic Database (9),https://data.usbr.gov/catalog/2293,2293
Flaming Gorge Reservoir Dam and Powerplant Water Operations Monitoring Data from Upper Colorado Hydrologic Database (16),https://data.usbr.gov/catalog/2300,2300
Fontenelle Reservoir Dam and Powerplant Water Operations Monitoring Data from Upper Colorado Hydrologic Database (13),https://data.usbr.gov/catalog/2305,2305
Heron Reservoir and Dam Water Operations Monitoring Data from Upper Colorado Hydrologic Database (5),https://data.usbr.gov/catalog/2334,2334
Huntington North Reservoir and Dam Water Operations Monitoring Data from Upper Colorado Hydrologic Database (9),https://data.usbr.gov/catalog/2339,2339
Hyrum Reservoir and Dam Water Operations Monitoring Data from Upper Colorado Hydrologic Database (11),https://data.usbr.gov/catalog/2341,2341
Jackson Gulch Reservoir and Dam Water Operations Monitoring Data from Upper Colorado Hydrologic Database (9),https://data.usbr.gov/catalog/2347,2347
Joes Valley Reservoir and Dam Water Operations Monitoring Data from Upper Colorado Hydrologic Database (9),https://data.usbr.gov/catalog/2352,2352
Jordanelle Reservoir Dam and Powerplant Water Operations Monitoring Data from Upper Colorado Hydrologic Database (13),https://data.usbr.gov/catalog/2353,2353
Lake Nighthorse and Ridges Basin Dam Water Operations Monitoring Data from Upper Colorado Hydrologic Database (9),https://data.usbr.gov/catalog/2361,2361
Lake Powell Glen Canyon Dam and Powerplant Water Operations Monitoring Data from Upper Colorado Hydrologic Database (17),https://data.usbr.gov/catalog/2362,2362
Lake Sumner and Dam Water Operations Monitoring Data from Upper Colorado Hydrologic Database (7),https://data.usbr.gov/catalog/2457,2457
Lemon Reservoir and Dam Water Operations Monitoring Data from Upper Colorado Hydrologic Database (9),https://data.usbr.gov/catalog/2364,2364
Lost Creek Reservoir and Dam Water Operations Monitoring Data from Upper Colorado Hydrologic Database (9),https://data.usbr.gov/catalog/2369,2369
Mcphee Reservoir and Dam Water Operations Monitoring Data from Upper Colorado Hydrologic Database (9),https://data.usbr.gov/catalog/2379,2379
Meeks Cabin Reservoir and Dam Water Operations Monitoring Data from Upper Colorado Hydrologic Database (11),https://data.usbr.gov/catalog/2380,2380
Moon Lake Reservoir and Dam Water Operations Monitoring Data from Upper Colorado Hydrologic Database (9),https://data.usbr.gov/catalog/2385,2385
Morrow Point Reservoir Dam and Powerplant Water Operations Monitoring Data from Upper Colorado Hydrologic Database (18),https://data.usbr.gov/catalog/2386,2386
Navajo Reservoir and Dam Water Operations Monitoring Data from Upper Colorado Hydrologic Database (13),https://data.usbr.gov/catalog/2392,2392
Newton Reservoir and Dam Water Operations Monitoring Data from Upper Colorado Hydrologic Database (9),https://data.usbr.gov/catalog/2394,2394
Pineview Reservoir Dam and Powerplant Water Operations Monitoring Data from Upper Colorado Hydrologic Database (14),https://data.usbr.gov/catalog/2406,2406
Red Fleet Reservoir and Dam Water Operations Monitoring Data from Upper Colorado Hydrologic Database (9),https://data.usbr.gov/catalog/2416,2416
Rockport Reservoir and Wanship Dam Water Operations Monitoring Data from Upper Colorado Hydrologic Database (9),https://data.usbr.gov/catalog/2422,2422
Scofield Reservoir and Dam Water Operations Monitoring Data from Upper Colorado Hydrologic Database (9),https://data.usbr.gov/catalog/2435,2435
Starvation Reservoir and Dam Water Operations Monitoring Data from Upper Colorado Hydrologic Database (12),https://data.usbr.gov/catalog/2452,2452
Stateline Reservoir and Dam Water Operations Monitoring Data from Upper Colorado Hydrologic Database (9),https://data.usbr.gov/catalog/2453,2453
Steinaker Reservoir and Dam Water Operations Monitoring Data from Upper Colorado Hydrologic Database (9),https://data.usbr.gov/catalog/2454,2454
Strawberry Reservoir and Soldier Creek Dam Water Operations Monitoring Data from Upper Colorado Hydrologic Database (11),https://data.usbr.gov/catalog/2456,2456
Taylor Park Reservoir and Dam Water Operations Monitoring Data from Upper Colorado Hydrologic Database (8),https://data.usbr.gov/catalog/2459,2459
Upper Stillwater Reservoir and Dam Water Operations Monitoring Data from Upper Colorado Hydrologic Database (12),https://data.usbr.gov/catalog/2468,2468
Vallecito Reservoir and Dam Water Operations Monitoring Data from Upper Colorado Hydrologic Database (9),https://data.usbr.gov/catalog/2469,2469
Willard Bay Reservoir and Arthur V Watkins Dam Water Operations Monitoring Data from Upper Colorado Hydrologic Database (9),https://data.usbr.gov/catalog/2480,2480
